ACTION_TAKEN,CALL_DATE,CALL_FROM,CALL_TIME,Category,Message search terms,Sub Category,Sum of Incidents,Sum of Vehicle Delay Time,Measure Param,DIRECTION,DISPATCHER_ID,DIVISION,GEOGRAPHIC_LOCATION_MODIFIED,LINE (group) 1,LINE (group),LINE,LINE_DELAY,LINE_DELAY_TIME_END,LINE_DELAY_TIME_START,Location,LOCATION_ORIGINAL,Incident Location,Message,NO_RETURN,Number of Records,OPERATOR_ID,RUN,RUN_LINE,SENT_TO,STREET_A,STREET_B,STREET_C,STREET_D,Subcategory,Security Incident Type,TAG_ID,TIMEOUT,Date,TIME_OF_INCIDENT,VEHICLE,VEHICLE_DELAY_TIME_END,VEHICLE_DELAY_TIME_START,VEHICLE_NEW,VEHICLE_NEW_NUM_1,VEHICLE_NEW_NUM_2,VEH_DELAY,VIA,Veh_Delay_Time (copy),Vehicle Delay Minutes per Incident
"INSPECTOR CARVAJAL, S. # 1T62 1316/1334, SFFD ENG. # 31, MEDICS # 57 RESPONDED, AND TRANSPORTED PASS TO SFGH,  VIDEO*, CLAIMS 6A42*, SYSTEM SAFETY*, 4M2*, CHAPELL*, KELY*, TMC*, HALEY*, NO OP 799.",4/12/2016,OPERATOR,13:15,Passenger Incident,0,Intoxicated Passenger,1,52,1,    OB,18,FL,GEARY ##### 3RD,38,38,38,00:00 - 00:00,,,GEARY & 3RD AVENUE,,GEARY & 3RD AVENUE,PASSENGER INCIDENT - INTOXICATED PASSENGER  FELL ON BOARD (UNKNOWN INJURY),N,1,4570,436,436 / 38,,GEARY,3RD,%GEARY%,%3RD%,Intoxicated Passenger,Other,1468326,0:00,4/12/2016,4/12/2016 13:15,6548,4/12/2016 14:07,4/12/2016 13:15,,,,13:15 - 14:07,R,52,52
"INSPECTOR ESPINOZA, T. # 1T67, SFPD*, NO ARREST.  SFFD ENG. # 44, MEDICS # 61 RESPONDED, AND TRANSPORTED INTOXICATED PASS. TO UCSF, VIDEO*, CLAIMS 6A47*, SYSTEM SAFETY*, NO 799.",4/11/2016,OPERATOR,18:42,Passenger Incident,0,Intoxicated Passenger,1,65,1,    IB,9,WO,SUNNYDALE ##### MCLARES SCHOOL,9,9,9,00:00 - 00:00,,,SUNNYDALE & MCLARES SCHOOL,,SUNNYDALE & MCLARES SCHOOL,PASSENGER INCIDENT - INTOXICATED PASSENGER  NO INJURY,N,1,8647,430,430 / 9,,SUNNYDALE,MCLARES SCHOOL,,,Intoxicated Passenger,Other,1468175,0:00,4/11/2016,4/11/2016 18:42,8417,4/12/2016 20:00,4/12/2016 18:55,,,,18:55 - 20:00,R,65,65
"SFPD 3B1D9 CLEARED. NO ARREST, NO 799. VIDEO*.",4/11/2016,OPERATOR,10:46,Passenger Incident,0,Intoxicated Passenger,1,67,1,    OB,19,PR,TRANSBAY TERMINAL,5R,Other,5R,00:00 - 00:00,,,TRANSBAY TERM,,TRANSBAY TERM,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1300,5,005 / 5R,,,,,,Intoxicated Passenger,Other,1468125,0:00,4/11/2016,4/11/2016 10:46,5585,4/11/2016 11:59,4/11/2016 10:52,,,,10:52 - 11:59,R,67,67
"SFFD E35, KING AMERICAN 4 RESPONDED. TRANSPORT TO SFGH. VIDEO*. NO 799.",4/10/2016,1C20,13:45,Passenger Incident,0,Intoxicated Passenger,1,35,1,    OB,19,FL,TRANSBAY TERMINAL,7,7,7,00:00 - 00:00,,,TRANSBAY TERMINAL,,TRANSBAY TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER   DIRTY COACH.,N,1,5086,536,536 / 7,FLYNN,,,,,Intoxicated Passenger,Other,1468027,15:08,4/10/2016,4/10/2016 13:45,6705,4/10/2016 14:20,4/10/2016 13:45,6508,6508,,13:45 - 14:20,T,35,35
"SFPD 3B-11E RESP., NO ARREST, NO 799",4/9/2016,OPERATOR,4:06,Passenger Incident,0,Intoxicated Passenger,1,14,1,    IB,52,PO,STEUART ##### MISSION,14,14,14,00:00 - 00:00,,,STEUART & MISSION,,STEUART & MISSION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4233,490,490 / 14,,STEUART,MISSION,%STEUART%,%MISSION%,Intoxicated Passenger,Other,1467787,0:00,4/9/2016,4/9/2016 4:06,5430,4/9/2016 4:20,4/9/2016 4:06,,,,04:06 - 04:20,R,14,14
"INSP. 1-T-62 GEETER, A RESP, KING AM. #9 TRANSPORTED TO CPMC, NO 799, VIDEO*, CLAIMS 6-S-48*",4/9/2016,OPERATOR,0:10,Passenger Incident,0,Intoxicated Passenger,1,30,1,    IB,52,PO,NORTH POINT ##### VAN NESS,49,49,49,00:00 - 00:00,,,NORTHPOINT & VAN NESS,,NORTHPOINT & VAN NESS,PASSENGER INCIDENT - INTOXICATED PASSENGER  RENDERING AID,N,1,4796,478,478 / 49,,NORTH POINT,VAN NESS,%NORTH%POINT%,%VAN%NESS%,Intoxicated Passenger,Other,1467781,0:00,4/9/2016,4/9/2016 0:10,7230,4/9/2016 0:40,4/9/2016 0:10,,,,00:10 - 00:40,R,30,30
SFPD UNIT A15E WAS DISPATCHED AND REMOVED THE PASSENGER FROM THE VEHICLE. NO ARREST OR CITATION. INSPECTOR B. UPCHURCH* VIDEO* NO 799. ,4/8/2016,OPERATOR,2:27,Passenger Incident,0,Intoxicated Passenger,1,5,1,    PI,82,ME,DON CHEE WAY AND STEUART,F,F,F,00:00 - 00:00,,,DON CHEE WAY & STEUART,,DON CHEE WAY & STEUART,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3779,184,184 / F,,,,,,Intoxicated Passenger,Other,1467599,0:00,4/8/2016,4/8/2016 2:27,1078,4/8/2016 2:32,4/8/2016 2:27,,,,02:27 - 02:32,R,5,5
"SFPD UNIT 65 CLEARED. CAD # 981794. NO 799, VIDEO PULLED",4/7/2016,OPERATOR,12:23,Passenger Incident,0,Intoxicated Passenger,1,20,1,    IB,85, ,NORTH POINT ##### VAN NESS,30,30,30,00:00 - 00:00,,,NORTH POINT & VAN NESS,,NORTH POINT & VAN NESS,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4586,29,29 / 30,,NORTH POINT,VAN NESS,%NORTH%POINT%,%VAN%NESS%,Intoxicated Passenger,Other,1467517,0:00,4/7/2016,4/7/2016 12:23,5623,4/7/2016 12:43,4/7/2016 12:23,,,,12:23 - 12:43,R,20,20
INSPECTOR. B. UPCHURCH RESPONDED. SFPD UNIT I12E CLEARED. PASSENGER AND DOG REMOVED FROM CAR. NO ARREST MADE. NO 799. ,4/7/2016,OPERATOR,5:17,Passenger Incident,0,Intoxicated Passenger,1,12,1,    IB,82,GR,JUDAH ##### 19TH,N,N,N,00:00 - 00:00,,,JUDAH & 19TH AVENUE,,JUDAH & 19TH AVENUE,PASSENGER INCIDENT - INTOXICATED PASSENGER  WITH DOG,N,1,1653,1,1 / N,,JUDAH,19TH,%JUDAH%,%19TH%,Intoxicated Passenger,Other,1467455,0:00,4/7/2016,4/7/2016 5:17,1407-1505,4/7/2016 5:32,4/7/2016 5:20,,,,05:20 - 05:32,R,12,12
"SFPD UNIT #B11E, NO ARREST, PASSENGER LEFT THE COACH AND WALKED AWAY. NO 799. ",4/7/2016,OPERATOR,3:12,Passenger Incident,0,Intoxicated Passenger,1,12,1,    IB,77,WO,BEALBETWEEN HOWARD ##### FOLSOM,38,38,38,00:00 - 00:00,,,BEAL STREET Between HOWARD & FOLSOM,,BEAL STREET Between HOWARD & FOLSOM,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3644,318,318 / 38,,BEALBETWEEN HOWARD,FOLSOM,,,Intoxicated Passenger,Other,1467446,0:00,4/7/2016,4/7/2016 3:12,8622,4/7/2016 3:24,4/7/2016 3:12,,,,03:12 - 03:24,R,12,12
MGR J CASTILLO RESP; SFPD (3C102) DISPATCHED & RESPONDED; NO ARREST; MEDIC 72 RESP AND TRANSPORTED MALE PASS TO SFGH; END OF RUN; NO RETURN; NO 799,4/7/2016,OPERATOR,19:14,Passenger Incident,0,Intoxicated Passenger,1,21,1,    PI,74,GR,MUNI METRO EAST,KT,KT,KT,00:00 - 00:00,,,MME YARD,,MME YARD,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,Y,1,3714,86,86 / KT,,,,,,Intoxicated Passenger,Other,1467574,0:00,4/7/2016,4/7/2016 19:14,1434,4/7/2016 19:35,4/7/2016 19:14,N/R,N/R,,19:14 - 19:35,R,21,21
"INSP BEMNET (4C31) RESP; SFPD (4M109) DISPATCHED & RESPONDED; (1) ARREST; PER SFPD, NO CASE NUMBER; TRAIN OFFLOADED & DEADHEAD TO METRO DUE TO DIRTY CAR; END OF RUN; RELIEF RUN 132 TO PULL OUT; VIDEO*; NO 799",4/6/2016,MRU 4S57,16:15,Passenger Incident,0,Intoxicated Passenger,1,4,1,    OB,74,GR,EMBARCADERO STATION,KT,KT,KT,16:15 - 16:19,4/6/2016 16:19,4/6/2016 16:15,EMBARCADERO STATION,,EMBARCADERO STATION,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,Y,1,1972,54,54 / KT,GREEN,,,,,Intoxicated Passenger,Other,1467368,0:00,4/6/2016,4/6/2016 16:15,1407,4/6/2016 16:19,4/6/2016 16:15,n/r,n/r,,16:15 - 16:19,R,4,4
"INSP 1-T-64, GIANG RESPONDED. SFFD MEDIC 68 RESPONDED. PARTY 2 TRANSPORTED TO ST. FRANCIS HOSPITAL FOR DETOX. PARTY 3 REFUSED AID AND WALKED AWAY. NO SFPD, NO ARREST. VIDEO PULL REQUESTED. COACH SENT IN, END OF RUN. NO 799.",4/5/2016,OPERATOR,18:54,Passenger Incident,0,Intoxicated Passenger,1,41,1,    OB,41,WO,CABRILLO ##### LA PLAYA,5,5,5,00:00 - 00:00,,,CABRILLO & LAPLAYA,,CABRILLO & LAPLAYA,PASSENGER INCIDENT - INTOXICATED PASSENGER  2 INTOXICATED PASSENGERS ON BOARD COACH.,Y,1,3767,192,192 / 5,WOODS,CABRILLO,LA PLAYA,%CABRILLO%,%LA%PLAYA%,Intoxicated Passenger,Other,1467212,0:00,4/5/2016,4/5/2016 18:54,8634,4/6/2016 19:35,4/6/2016 18:54,,,,18:54 - 19:35,R,41,41
INSP. S. LEE RESPONDED. SFFD UNIT #54 TRANSPORTED PASSENGER TO ST MARY'S HOSPITAL. NO ARREST. CLEAN VAN # 148 CLEARED THE COACH TO BE BACK IN SERVICE. VIDEO*. NO OP 799.,4/3/2016,OPERATOR,14:08,Passenger Incident,0,Intoxicated Passenger,1,57,1,    IB,41,PR,CABRILLO ##### LA PLAYA,5,5,5,00:00 - 00:00,,,CABRILLO & LAPLAYA,,CABRILLO & LAPLAYA,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5031,46,46 / 5,,CABRILLO,LA PLAYA,%CABRILLO%,%LA%PLAYA%,Intoxicated Passenger,Other,1466866,0:00,4/3/2016,4/3/2016 14:08,5519,4/4/2016 15:14,4/4/2016 14:17,,,,14:17 - 15:14,R,57,57
MEDIC 62 RESP. TRNSP PASSENGER TO UCSF. NO SFPD. NO ARREST. NO OP 799.,4/3/2016,INSP. H. YEE,10:03,Passenger Incident,0,Intoxicated Passenger,1,39,1,    IB,13,PR,CABRILLO ##### LA PLAYA,5,5,5,00:00 - 00:00,,,CABRILLO & LA PLAYA,,CABRILLO & LA PLAYA,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1969,3,5-Mar,,CABRILLO,LA PLAYA,%CABRILLO%,%LA%PLAYA%,Intoxicated Passenger,Other,1466813,0:00,4/3/2016,4/3/2016 10:03,5560,4/4/2016 10:42,4/4/2016 10:03,,,,10:03 - 10:42,T,39,39
"INSP 1T60B GAMEZ, J. NOTIFIED @ 1848, ARRIVED 1854, CLEARED 1947. SFPD CAD # 32968 UNIT #3B2C, STAR 514 RESPONDED. SFFD MEDIC 55 TRANSPORT TO SOBERING CENTER. NO ARREST. NO 799. OP BACK IN SERVICE WITH ORDERS.",4/2/2016,OPERATOR,18:42,Passenger Incident,0,Intoxicated Passenger,1,67,1,    OB,42,WO,TRANSBAY TERMINAL,25,Other,25,00:00 - 00:00,,,TRANSBAY TERMINAL,,TRANSBAY TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  INTOXICATED PERSON LEANING ON COACH.,N,1,4755,237,237 / 25,,,,,,Intoxicated Passenger,Other,1466759,0:00,4/2/2016,4/2/2016 18:42,8641,4/2/2016 19:47,4/2/2016 18:40,,,,18:40 - 19:47,R,67,67
SFPD RESPONDED. 1T80*,3/31/2016,OPERATOR,21:30,Passenger Incident,0,Intoxicated Passenger,1,34,1,    IB,41,PR,LYON ##### GREENWICH,45,45,45,00:00 - 00:00,,,LYON & GREENWICH,,LYON & GREENWICH,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2453,157,157 / 45,,LYON,GREENWICH,%LYON%,%GREENWICH%,Intoxicated Passenger,Other,1466510,0:00,3/31/2016,3/31/2016 21:30,5535,4/1/2016 22:04,4/1/2016 21:30,,,,21:30 - 22:04,R,34,34
SFPD UNIT #3E16D REMOVED PASS. FROM COACH.  NO ARREST.  NO 799.,3/31/2016,OPERATOR,22:11,Passenger Incident,0,Intoxicated Passenger,1,13,1,    OB,23,KI,PACIFIC ##### VAN NESS,12,12,12,00:00 - 00:00,,,PACIFIC & VAN NESS,,PACIFIC & VAN NESS,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,5126,757,757 / 12,,PACIFIC,VAN NESS,%PACIFIC%,%VAN%NESS%,Intoxicated Passenger,Other,1466503,0:00,3/31/2016,3/31/2016 22:11,8178,3/31/2016 21:24,3/31/2016 21:11,,,,21:11 - 21:24,R,13,13
INSP. CHOU 1T64B RESP.  SFPD* CAD #2772; CANCELED.  OPERATOR CLEARED.  NO ARREST.  NO 799.,3/31/2016,OPERATOR,17:31,Passenger Incident,0,Intoxicated Passenger,1,5,1,    OB,26,PR,FULTON ##### PARK PRESIDIO,5,5,5,00:00 - 00:00,,,FULTON & PARK PRESIDIO ,,FULTON & PARK PRESIDIO ,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,1932,166,166 / 5,,FULTON,PARK PRESIDIO,%FULTON%,%PARK%PRESIDIO%,Intoxicated Passenger,Other,1466472,0:00,3/31/2016,3/31/2016 17:31,5505,3/31/2016 17:36,3/31/2016 17:31,,,,17:31 - 17:36,R,5,5
"INSP. SUE, 8T54 NOTIFIED AT 2037, ARRIVED AT 2041. SFPD UNIT# 3A13D RESP. NO ARREST MADE. PASSENGER LEFT ON OWN MERIT.  NO INJURIES. NO 799.  VIDEO*",3/29/2016,OPERATOR,20:37,Passenger Incident,0,Intoxicated Passenger,1,8,1,,37,CC,POWELL ##### WASHINGTON,60,60,60,00:00 - 00:00,,,POWELL & WASHINGTON,,POWELL & WASHINGTON,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2188,37,37 / 60,,POWELL,WASHINGTON,%POWELL%,%WASHINGTON%,Intoxicated Passenger,Other,1466143,0:00,3/29/2016,3/29/2016 20:37,21,4/1/2016 20:45,4/1/2016 20:37,,,,20:37 - 20:45,R,8,8
1T66 W. PHAM RESPONDED; SFPD UNIT#3A13C RESPONDED/NO ARREST/ NO 799,3/28/2016,OPERATOR,15:24,Passenger Incident,0,Intoxicated Passenger,1,9,1,    OB,42,FL,KEARNY ##### NORTH POINT,8,8,8,00:00 - 00:00,,,KEARNY & NORTHPOINT,,KEARNY & NORTHPOINT,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4139,551,551 / 8,,KEARNY,NORTH POINT,%KEARNY%,%NORTH%POINT%,Intoxicated Passenger,Other,1465936,0:00,3/28/2016,3/28/2016 15:24,6529,3/28/2016 15:33,3/28/2016 15:24,,,,15:24 - 15:33,R,9,9
"1-T-67 INSP AGUIRRE, SFFD E-15 , SFPD UNIT #3I46 , MEDIC #14 ALL RESPONDED . PASS WALK AWAY WITH NO INCIDENT. NO ARREST . NO 799 . VIDEO PULLED AND SEND TO CLAIMS AND DIVISION SUPERINTENDENT . 6A45 * S/S * RUN BACK IN SERVICE WITH ORDERS ",3/26/2016,OPERATOR,15:14,Passenger Incident,0,Intoxicated Passenger,1,24,1,    IB,23,FL,UNITY PLAZA TERMINAL,8,8,8,00:00 - 00:00,,,UNITY PLAZA TERMINAL,,UNITY PLAZA TERMINAL,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4417,452,452 / 8,,,,,,Intoxicated Passenger,Other,1465625,0:00,3/26/2016,3/26/2016 15:14,6252,3/26/2016 15:38,3/26/2016 15:14,,,,15:14 - 15:38,R,24,24
"SFPD* CAD 511, SFPD TRANSPORT TO S.F.G.H.  CLEARED
",3/25/2016,OPERATOR,0:39,Passenger Incident,0,Intoxicated Passenger,1,52,1,    IB,58,WO,GENEVA ##### SAN JOSE,29,29,29,00:00 - 00:00,,,GENEVA & SAN JOSE,,GENEVA AVE & SAN JOSE AVE,PASSENGER INCIDENT - INTOXICATED PASSENGER  TRANSPORT INTOXICATED PASSENGER TO S.F.G.H.,N,1,1131,284,284 / 29,,GENEVA,SAN JOSE,%GENEVA%,%SAN%JOSE%,Intoxicated Passenger,Other,1465441,0:00,3/25/2016,3/25/2016 0:39,8627,3/25/2016 1:31,3/25/2016 0:39,,,,00:39 - 01:31,R,52,52
OP. CLEARED ( REPORT WITH DISPATCHER IN THE OFFICE ),3/25/2016,OPERATOR,0:03,Passenger Incident,0,Intoxicated Passenger,1,,1,    IB,58,WO,PRESIDIO ##### LINCOLN,43,43,43,00:00 - 00:00,,,PRESIDIO & LINCOLN BLVD,,PRESIDIO & LINCOLN BLVD,PASSENGER INCIDENT - INTOXICATED PASSENGER  FELL ON THE FLOOR,N,1,1839,746,746 / 43,,PRESIDIO,LINCOLN,%PRESIDIO%,%LINCOLN%,Intoxicated Passenger,Other,1465454,0:00,3/25/2016,3/25/2016 0:03,8219,,3/25/2016 0:03,,,,00:03 - 00:00,R,,
INSP CHAVEZ (4T40) RESP; SFPD UNIT (3F44) DISPATCHED & RESP; MGR D ANDERSON (4M2) RESP; CAD #160-853-054; CHAPPELL*; VIDEO* NO 799 (THIS IS TAG 1 OF 2) (TAG 2 OF 2 OCC # IS 1465570),3/25/2016,OPERATOR,18:30,Passenger Incident,0,Intoxicated Passenger,1,3,1,    OB,11,GR,DUBOCE ##### CHURCH,N,N,N,00:00 - 00:00,,,DUBOCE & CHURCH,,DUBOCE & CHURCH,PASSENGER INCIDENT - INTOXICATED PASSENGER  (REF TAG# 1465570),N,1,3694,122,122 / N,,DUBOCE,CHURCH,%DUBOCE%,%CHURCH%,Intoxicated Passenger,Other,1465568,0:00,3/25/2016,3/25/2016 18:30,1508-1506,3/25/2016 18:33,3/25/2016 18:30,,,,18:30 - 18:33,R,3,3
"INSP. WOON, W (1T61A). SFPD 3A15A, NO ARREST. SFFD ENG 13, M75 RESP. NO TRANSPORT, NO 799. VIDEO* ",3/24/2016,OPERATOR,6:24,Passenger Incident,0,Intoxicated Passenger,1,16,1,    IB,15,PO,MARKET ##### MAIN,6,6,6,00:00 - 00:00,,,MARKET & MAIN,,MARKET & MAIN,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2421,313,313 / 6,,MARKET,MAIN,%MARKET%,%MAIN%,Intoxicated Passenger,Other,1465276,0:00,3/24/2016,3/24/2016 6:24,8201,3/25/2016 6:40,3/25/2016 6:24,,,,06:24 - 06:40,R,16,16
PASS OFF THE COACH AND LEFT THE SCENE. OP INSTRUCTED TO FILL OUT REPORT WITH DISP. CLEANING UNIT 148 CLEARED THE COACH. NO 799.,3/23/2016,OPERATOR,13:14,Passenger Incident,0,Intoxicated Passenger,1,246,1,    IB,13,PR,CABRILLO ##### LA PLAYA,5R,Other,5R,00:00 - 00:00,,,CABRILLO & LA PLAYA,,CABRILLO & LA PLAYA,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2926,143,143 / 5R,,CABRILLO,LA PLAYA,%CABRILLO%,%LA%PLAYA%,Intoxicated Passenger,Other,1465179,0:00,3/23/2016,3/23/2016 13:14,5546,3/23/2016 17:20,3/23/2016 13:14,,,,13:14 - 17:20,R,246,246
"SFPD 3C13E* CAD #34165, NO ARREST, NO 799, ",3/23/2016,OPERATOR,22:38,Passenger Incident,0,Intoxicated Passenger,1,44,1,    OB,82,WO,20TH ##### 3RD,48,48,48,00:00 - 00:00,,,20TH & 3RD,,20TH & 3RD,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,3881,311,311 / 48,,20TH,3RD,%20TH%,%3RD%,Intoxicated Passenger,Other,1465251,0:00,3/23/2016,3/23/2016 22:38,8607,3/24/2016 23:24,3/24/2016 22:40,,,,22:40 - 23:24,R,44,44
"SFPD WOULD NOT PROVIDE UNIT NUMBER.  NO ARREST, NO 799,  VIDEO* (COPY SENT TO 6A49).",3/23/2016,SFPD,22:51,Passenger Incident,0,Intoxicated Passenger,1,14,1,    IB,41,WO,POTRERO ##### 24TH,48,48,48,00:00 - 00:00,,,POTRERO & 24TH ST,,POTRERO & 24TH ST,PASSENGER INCIDENT - INTOXICATED PASSENGER,N,1,3365,271,271 / 48,,POTRERO,24TH,%POTRERO%,%24TH%,Intoxicated Passenger,Other,1465256,0:00,3/23/2016,3/23/2016 22:51,8405,3/24/2016 23:05,3/24/2016 22:51,,,,22:51 - 23:05,T,14,14
"NO INJURIES REPORTED OPERATOR INSTRUCTED TO COMPLETE REPORT AFTER TOUR OF DUTY. NO SFPD, NO ARREST. VIDEO NOTIFIED AT 1332. NO 799.",3/23/2016,OPERATOR,13:14,Passenger Incident,0,Intoxicated Passenger,1,0,1,    OB,13,PR,FULTON ##### 25TH,5R,Other,5R,00:00 - 00:00,,,FULTON & 25TH,,FULTON & 25TH,PASSENGER INCIDENT - INTOXICATED PASSENGER  LEFT THE SCENE NO ARREST,N,1,2926,143,143 / 5R,,FULTON,25TH,%FULTON%,%25TH%,Intoxicated Passenger,Other,1465161,0:00,3/23/2016,3/23/2016 13:14,5546,3/24/2016 13:14,3/24/2016 13:14,,,,13:14 - 13:14,R,0,0
"INSPECTOR SKINNER. # 1T65 RESPONDED, 1609/1624, SFPD # 3D75 STAR # 4310 RESP, NO ARREST,  MEDICS # 53 RESPONDED, AND TRANSPORTED PASSENGER TO SOBRIETY CENTER, VIDEO*, CLAIMS A49*.",3/21/2016,OPERATOR,16:01,Passenger Incident,0,Intoxicated Passenger,1,68,1,    IB,9, ,CHAVEZ ##### MISSION,27,27,27,00:00 - 00:00,,,CHAVEZ & MISSION,,CHAVEZ & MISSION,PASSENGER INCIDENT - INTOXICATED PASSENGER  NO INJURY,N,1,3542,232,232 / 27,,CHAVEZ,MISSION,%CHAVEZ%,%MISSION%,Intoxicated Passenger,Other,1464838,0:00,3/21/2016,3/21/2016 16:01,8432,3/22/2016 17:07,3/22/2016 15:59,,,,15:59 - 17:07,R,68,68
"WOODS SHOP CLEANED AND CLEARED THE COACH, PLUS OP. CLEARED, NO 799",3/21/2016,OPERATOR,0:06,Passenger Incident,0,Intoxicated Passenger,1,,1,    OB,58,WO,3RD ##### 20TH,48,48,48,00:00 - 00:00,,,3RD & 20TH,,3RD & 20TH,PASSENGER INCIDENT - INTOXICATED PASSENGER  SPILL BEER ON COACH,N,1,5335,315,315 / 48,WOODS,3RD,20TH,%3RD%,%20TH%,Intoxicated Passenger,Other,1464705,0:24,3/21/2016,3/21/2016 0:06,8729,,3/21/2016 0:06,8729,8729,,00:06 - 00:00,R,,
"SFPD CLEARED, NO 799
",3/20/2016,OPERATOR,23:10,Passenger Incident,0,Intoxicated Passenger,1,9,1,    OB,58,WO,BEACH ##### POLK,19,19,19,00:00 - 00:00,,,BEACH  & POLK,,BEACH  & POLK,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4485,763,763 / 19,,BEACH,POLK,%BEACH%,%POLK%,Intoxicated Passenger,Other,1464702,0:00,3/20/2016,3/20/2016 23:10,8341,3/21/2016 23:19,3/21/2016 23:10,,,,23:10 - 23:19,R,9,9
"INSP 1T63B NGO NOTIFIED 2135. ARRIVED 21560.  VIDEO*  S/S*  6A45*  SFPD UNIT# 3D15E RESP. NO ARREST MADE.  ENGINE 6 RESP.  MEDIC 57 TRANSPORTED TO DAVIES HOSPITAL.  NO INJURY.  NO 799.
NO 799.
",3/19/2016,OPERATOR,21:31,Passenger Incident,0,Intoxicated Passenger,1,20,1,    IB,82,WO,17TH##### CASTRO,F,F,F,00:00 - 00:00,,,17TH ST & CASTRO,,17TH ST & CASTRO,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2417,181,181 / F,,17TH,CASTRO,%17TH%,%CASTRO%,Intoxicated Passenger,Other,1464566,0:00,3/19/2016,3/19/2016 21:31,8640,3/20/2016 22:09,3/20/2016 21:49,,,,21:49 - 22:09,R,20,20
"SFPD*, OPERATOR CLEARED, VIDEO*, CLAIMS 6A42*, NO 799",3/16/2016,OPERATOR,17:56,Passenger Incident,0,Intoxicated Passenger,1,10,1,    IB,41,WO,LINCOLN ##### 33RD,29,29,29,00:00 - 00:00,,,LINCOLN & 33RD AVENUE,,LINCOLN & 33RD AVENUE,"PASSENGER INCIDENT - INTOXICATED PASSENGER  NO INJURY, ",N,1,4534,293,293 / 29,,LINCOLN,33RD,%LINCOLN%,%33RD%,Intoxicated Passenger,Other,1464053,0:00,3/16/2016,3/16/2016 17:56,8604,3/16/2016 18:06,3/16/2016 17:56,,,,17:56 - 18:06,R,10,10
"INSP GIANG, J  (1T64B) CLEARED PRIOR SFPD ARRIVED. NO 799. VIDEO*.",3/15/2016,OPERATOR,14:17,Passenger Incident,0,Intoxicated Passenger,1,21,1,    IB,37,FL,48TH##### POINT LOBOS,38,Other,38R,00:00 - 00:00,,,48TH AVE & POINT LOBOS,,48TH AVE & POINT LOBOS,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,4763,552,552 / 38R,,48TH,POINT LOBOS,%48TH%,%POINT%LOBOS%,Intoxicated Passenger,Other,1463788,0:00,3/15/2016,3/15/2016 14:17,6213,3/15/2016 14:40,3/15/2016 14:19,,,,14:19 - 14:40,R,21,21
DALY CITY PD*2242. STAR# 231 RESP.  NO ARREST MADE. PASSENGER GOT OFF ON OWN ACCORD.  NO INJURY.  NO 799.  VIDEO*  6A42*  S/S*,3/15/2016,OPERATOR,22:41,Passenger Incident,0,Intoxicated Passenger,1,18,1,    IB,37,PO,MISSION ##### SAN JOSE,14,14,14,00:00 - 00:00,,,MISSION & SAN JOSE,,MISSION & SAN JOSE,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,2351,481,481 / 14,,MISSION,SAN JOSE,,,Intoxicated Passenger,Other,1463874,0:00,3/15/2016,3/15/2016 22:41,5493,3/16/2016 22:59,3/16/2016 22:41,,,,22:41 - 22:59,R,18,18
STATION AGENT SUP (4C94) RESP; MEDIC 68 RESP; AID REFUSED; VIDEO*; NO 799,3/15/2016,MONTGOMERY AGENT,19:53,Passenger Incident,0,Intoxicated Passenger,1,,1,,87, ,MONTGOMERY STATION,NA,Other,NA,00:00 - 00:00,,,MONTGOMERY STATION & EAST END,,MONTGOMERY STATION & EAST END,PASSENGER INCIDENT - INTOXICATED PASSENGER  ,N,1,,, / ,,,,,,Intoxicated Passenger,Other,1463852,0:00,3/15/2016,3/15/2016 19:53,,,,,,,00:00 - 00:00,T,,
